PROV_TERR_EN,BENEFICIARY_NAME_EN,BENEFICIARY_BAND_NBR,ASSET_CLASS_EN,PROJECT_NAME_EN,PROJECT_DESC_EN,PROJECT_STAGE_EN,LATITUDE,LONGITUDE,COORD_SYS
Saskatchewan,English River First Nation,400,Fundamental community infrastructure,Fire Protection Circuit Rider Training Pilot,To provide fire protection training and capacity development region-wide to all First Nations based on the Circuit Rider Training model.,Completed,55.91533675,-107.71728255,GCS_North_American_1983_CSRS
Saskatchewan,Ministikwan Lake Cree Nation,397,Water and wastewater,Water Treatment Plant Upgrade,Project will upgrade the existing water treatment plant at Island Lake to meet current standards. ,Ongoing,54.04799333,-109.66948261,GCS_North_American_1983_CSRS
Saskatchewan,Ministikwan Lake Cree Nation,397,Water and wastewater,Water Treatment Plant Upgrade  Mudie Lake,The scope is to build a pipeline from the water treatment plant in the Ministikwan main community and convert the water treatment plant at Mudie Lake into a booster station. This will address the drinking water advisory that has been impacting Mudie Lake.,Ongoing,54.04799333,-109.66948261,GCS_North_American_1983_CSRS
Saskatchewan,Ministikwan Lake Cree Nation,397,Water and wastewater,Water Circuit Rider Training Program,This program is to provide training and support to First Nations water and wastewater operators. ,Ongoing,54.04799333,-109.66948261,GCS_North_American_1983_CSRS
Saskatchewan,Ministikwan Lake Cree Nation,397,Education facilities,School Facilities Assessment,School facilities assessment of all tribal council member facilities as part of the proposed development of a joint education authority,Completed,54.04799333,-109.66948261,GCS_North_American_1983_CSRS
Saskatchewan,Ministikwan Lake Cree Nation,397,Energy sustainability and connectivity,Band Office Connectivity,Project to deploy modern unified communications applications over broadband Internet to allow the Government and First Nations to reduce travel costs and increase frequency and effectiveness of communications.,Completed,54.04799333,-109.66948261,GCS_North_American_1983_CSRS
Saskatchewan,Ministikwan Lake Cree Nation,397,Housing,Housing Renovations,To complete renovations and additions of 10 housing units. ,Completed,54.04799333,-109.66948261,GCS_North_American_1983_CSRS
Saskatchewan,Makwa Sahgaiehcan First Nation,396,Housing,Capacity - Maintenance,To develop a housing maintenance plan.,Completed,54.02743022,-109.16529253,GCS_North_American_1983_CSRS
Saskatchewan,Makwa Sahgaiehcan First Nation,396,Fundamental community infrastructure,Fire Protection Circuit Rider Training Pilot,To provide fire protection training and capacity development region-wide to all First Nations based on the Circuit Rider Training model.,Completed,54.02743022,-109.16529253,GCS_North_American_1983_CSRS
Saskatchewan,Makwa Sahgaiehcan First Nation,396,Fundamental community infrastructure,Smoke Detector Installation Program,To install the required number of smoke detectors in all houses on reserve in the region.,Completed,54.02743022,-109.16529253,GCS_North_American_1983_CSRS
Saskatchewan,Makwa Sahgaiehcan First Nation,396,Housing,Immediate Needs - Renovations,To complete renovations of 10 housing units to address health and safety issues and extend the useful life cycle of housing.,Completed,54.02743022,-109.16529253,GCS_North_American_1983_CSRS
Saskatchewan,Wood Mountain,388,Solid waste management,Diversion Centre Feasibility Study,Solid waste feasibility study.,Completed,49.33538113,-106.44930744,GCS_North_American_1983_CSRS
Saskatchewan,Star Blanket Cree Nation,387,Education facilities,New School,Construction of a new elementary school.,Ongoing,50.96244286,-103.30419088,GCS_North_American_1983_CSRS
Saskatchewan,Star Blanket Cree Nation,387,Water and wastewater,Water Treatment Plant Optimization,Optimization of the existing water treatment plant.,Ongoing,50.96244286,-103.30419088,GCS_North_American_1983_CSRS
Saskatchewan,Star Blanket Cree Nation,387,Water and wastewater,Water Circuit Rider Training Program,This program is to provide training and support to First Nations water and wastewater operators. ,Ongoing,50.96244286,-103.30419088,GCS_North_American_1983_CSRS
Saskatchewan,Clearwater River Dene Nation,401,Energy sustainability and connectivity,Band Office Connectivity,Project to deploy modern unified communications applications over broadband Internet to allow the Government and First Nations to reduce travel costs and increase frequency and effectiveness of communications.,Completed,56.52819969,-109.4998139,GCS_North_American_1983_CSRS
Saskatchewan,Clearwater River Dene Nation,401,Culture and recreation,Clearwater River Dene Youth Centre,5000 square feet facility (50 ft. x 100 ft.) to accommodate a youth recreation facility on the Clearwater River Dene Nation.,Completed,56.52819969,-109.4998139,GCS_North_American_1983_CSRS
Saskatchewan,Clearwater River Dene Nation,401,Culture and recreation,La Loche Friendship Centre,Contribution to the La Loche Friendship Centre towards the cost of their new facility in the town of La Loche.,Completed,56.52819969,-109.4998139,GCS_North_American_1983_CSRS
Saskatchewan,Clearwater River Dene Nation,401,Housing,Housing Renovations,To complete renovations and additions of 10 housing units. ,Completed,56.52819969,-109.4998139,GCS_North_American_1983_CSRS
Saskatchewan,Clearwater River Dene Nation,401,Housing,Capacity - Management,To develop a Circuit Rider Training Program.,Completed,56.52819969,-109.4998139,GCS_North_American_1983_CSRS
Saskatchewan,Clearwater River Dene Nation,401,Housing,Immediate Needs - Multi-Units,To complete construction of 3 duplexes for a total of 6 housing units.,Completed,56.52819969,-109.4998139,GCS_North_American_1983_CSRS
Saskatchewan,Flying Dust First Nation,395,Solid waste management,New Truck,Purchase of new waste disposal truck.,Completed,54.13541804,-108.4043236,GCS_North_American_1983_CSRS
Saskatchewan,English River First Nation,400,Fundamental community infrastructure,Smoke Detector Installation Program,To install the required number of smoke detectors in all houses on reserve in the region.,Completed,55.91533675,-107.71728255,GCS_North_American_1983_CSRS
Saskatchewan,English River First Nation,400,Housing,Budget 2016  Immediate Needs Capacity (Housing Circuit Rider Training Initiative),Develop regional capacity to develop and deliver a housing circuit rider training program to member nations of the tribal council.,Completed,55.91533675,-107.71728255,GCS_North_American_1983_CSRS
Saskatchewan,English River First Nation,400,Housing,Budget 2017 - Housing Circuit Rider Training Program ,Housing governance management training and finance. ,Ongoing,55.91533675,-107.71728255,GCS_North_American_1983_CSRS
Saskatchewan,English River First Nation,400,Solid waste management,Transfer Station Construction,Construction of a transfer station.,Completed,55.91533675,-107.71728255,GCS_North_American_1983_CSRS
Saskatchewan,English River First Nation,400,Solid waste management,Remediation,Remediation of former site.,Completed,55.91533675,-107.71728255,GCS_North_American_1983_CSRS
Saskatchewan,English River First Nation,400,Solid waste management,Former Site Monitoring,Monitor former sites.,Completed,55.91533675,-107.71728255,GCS_North_American_1983_CSRS
Saskatchewan,Kawacatoose First Nation,393,Housing,Budget 2017 - Housing Circuit Rider Training Program ,Housing governance management training and finance. ,Ongoing,51.48178573,-104.40439208,GCS_North_American_1983_CSRS
Saskatchewan,Kawacatoose First Nation,393,Solid waste management,Transfer Station Feasibility Study  ,This project will conduct a transfer station feasibility study.,Completed,51.48178573,-104.40439208,GCS_North_American_1983_CSRS
Saskatchewan,Kawacatoose First Nation,393,Solid waste management,Waste Diversion,This project is to host a hazardous waste day.,Completed,51.48178573,-104.40439208,GCS_North_American_1983_CSRS
Saskatchewan,Fishing Lake First Nation,390,Housing,Innovation - Mentoring,To provide mentoring to work through implementation of housing program initiatives.,Completed,51.85653159,-103.63237283,GCS_North_American_1983_CSRS
Saskatchewan,Fishing Lake First Nation,390,Fundamental community infrastructure,Fire Protection Circuit Rider Training Pilot,To provide fire protection training and capacity development region-wide to all First Nations based on the Circuit Rider Training model.,Completed,51.85653159,-103.63237283,GCS_North_American_1983_CSRS
Saskatchewan,Fishing Lake First Nation,390,Fundamental community infrastructure,Smoke Detector Installation Program,To install the required number of smoke detectors in all houses on reserve in the region.,Completed,51.85653159,-103.63237283,GCS_North_American_1983_CSRS
Saskatchewan,Fishing Lake First Nation,390,Water and wastewater,Water Circuit Rider Program,Circuit Rider Training Program for First Nations not covered by a tribal council service.,Ongoing,51.85653159,-103.63237283,GCS_North_American_1983_CSRS
Saskatchewan,Fishing Lake First Nation,390,Solid waste management,Diversion Centre Feasibility Study,Solid waste feasibility study.,Completed,51.85653159,-103.63237283,GCS_North_American_1983_CSRS
Saskatchewan,Fishing Lake First Nation,390,Solid waste management,Former Site Assessment,Assess former dump sites.,Completed,51.85653159,-103.63237283,GCS_North_American_1983_CSRS
Saskatchewan,Fishing Lake First Nation,390,Solid waste management,Transfer Station Design,Initiating design work for new transfer station.,Ongoing,51.85653159,-103.63237283,GCS_North_American_1983_CSRS
Saskatchewan,Fishing Lake First Nation,390,Solid waste management,Earth Day  ,Education and diversion.,Completed,51.85653159,-103.63237283,GCS_North_American_1983_CSRS
Saskatchewan,Star Blanket Cree Nation,387,Energy sustainability and connectivity,Band Office Connectivity,Project to deploy modern unified communications applications over broadband Internet to allow the Government and First Nations to reduce travel costs and increase frequency and effectiveness of communications.,Completed,50.96244286,-103.30419088,GCS_North_American_1983_CSRS
Saskatchewan,Star Blanket Cree Nation,387,Housing,Multi-Unit Housing New Build,To complete construction of 3 duplexes for a total of 6 housing units to reduce overcrowding.,Completed,50.96244286,-103.30419088,GCS_North_American_1983_CSRS
Saskatchewan,Star Blanket Cree Nation,387,Housing,Lot Servicing,To develop 1 lot for future housing projects.,Completed,50.96244286,-103.30419088,GCS_North_American_1983_CSRS
Saskatchewan,Star Blanket Cree Nation,387,Housing,Immediate Needs - Renovations,To complete renovations of 10 housing units.,Completed,50.96244286,-103.30419088,GCS_North_American_1983_CSRS
Saskatchewan,Muscowpetung Saulteaux Nation,381,Fundamental community infrastructure,Fire Protection Circuit Rider Training Pilot,To provide fire protection training and capacity development region-wide to all First Nations based on the Circuit Rider Training model.,Completed,50.77598387,-104.28387989,GCS_North_American_1983_CSRS
